song,artist,uri,id,track_href,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,clusters
Beibi,Haloo Helsinki!,spotify:track:4zD8z85QgLsmM7vbnkTMCb,4zD8z85QgLsmM7vbnkTMCb,https://api.spotify.com/v1/tracks/4zD8z85QgLsmM7vbnkTMCb,0.473,0.84,-6.247,0.049,0.0138,1.71e-05,0.161,0.452,172.95,250427,5
Kuuma kesä,Popeda,spotify:track:7ydhEMl53qzkdQdXTaYTHJ,7ydhEMl53qzkdQdXTaYTHJ,https://api.spotify.com/v1/tracks/7ydhEMl53qzkdQdXTaYTHJ,0.363,0.863,-4.863,0.0607,0.00574,0.0,0.0814,0.557,161.151,182733,5
Tinakenkätyttö,Kaija Koo,spotify:track:0lbZ2xnVhSKA2sOIlGIlda,0lbZ2xnVhSKA2sOIlGIlda,https://api.spotify.com/v1/tracks/0lbZ2xnVhSKA2sOIlGIlda,0.583,0.791,-6.325,0.0325,0.0693,0.0,0.142,0.652,140.008,269027,5
Anna soida,Elastinen,spotify:track:5Tb85fFikL9fzEe7GNzoXi,5Tb85fFikL9fzEe7GNzoXi,https://api.spotify.com/v1/tracks/5Tb85fFikL9fzEe7GNzoXi,0.824,0.881,-5.261,0.28,0.192,0.0,0.172,0.963,132.036,171280,4
Yhtäccii,Profeetat,spotify:track:4kloZeUMhzOQu5F5bBJVHS,4kloZeUMhzOQu5F5bBJVHS,https://api.spotify.com/v1/tracks/4kloZeUMhzOQu5F5bBJVHS,0.79,0.583,-7.641,0.181,0.0161,0.0,0.182,0.773,105.025,198814,2
Sinuhe,Profeetat,spotify:track:1muAf2i6NwO1O7MMEr0A8O,1muAf2i6NwO1O7MMEr0A8O,https://api.spotify.com/v1/tracks/1muAf2i6NwO1O7MMEr0A8O,0.593,0.912,-3.992,0.255,0.174,0.0,0.132,0.3,96.418,257416,3
Täytyy Jaksaa,Elastinen,spotify:track:1ZUSBG7BtNcOEuqqnnJh6G,1ZUSBG7BtNcOEuqqnnJh6G,https://api.spotify.com/v1/tracks/1ZUSBG7BtNcOEuqqnnJh6G,0.909,0.624,-7.077,0.108,0.21,1.54e-06,0.064,0.807,120.016,183120,2
Loppuviikko,Elastinen,spotify:track:3lBA4KEHNesOCKYE9J4ntM,3lBA4KEHNesOCKYE9J4ntM,https://api.spotify.com/v1/tracks/3lBA4KEHNesOCKYE9J4ntM,0.877,0.827,-3.307,0.15,0.207,0.0,0.327,0.588,130.006,247933,4
Ovet paukkuu,Elastinen,spotify:track:58Ph7Nt8rCuYmb3rCY3Y7h,58Ph7Nt8rCuYmb3rCY3Y7h,https://api.spotify.com/v1/tracks/58Ph7Nt8rCuYmb3rCY3Y7h,0.861,0.692,-5.077,0.186,0.087,0.0,0.3,0.952,120.01,186307,4
Puhu äänellä jonka kuulen,Happoradio,spotify:track:28ww5AUl4MVUfw4C1xlFBk,28ww5AUl4MVUfw4C1xlFBk,https://api.spotify.com/v1/tracks/28ww5AUl4MVUfw4C1xlFBk,0.539,0.516,-6.968,0.0251,0.228,3.84e-05,0.137,0.214,77.981,245093,3
Vadelmavene,Kasmir,spotify:track:6nEam9LEhHRmAcwh0SHLPl,6nEam9LEhHRmAcwh0SHLPl,https://api.spotify.com/v1/tracks/6nEam9LEhHRmAcwh0SHLPl,0.59,0.588,-5.594,0.22,0.264,0.0,0.826,0.687,86.372,199547,6
Salil eka salil vika,Musta Barbaari,spotify:track:5vndEAVwuLnnL4gae2fm9x,5vndEAVwuLnnL4gae2fm9x,https://api.spotify.com/v1/tracks/5vndEAVwuLnnL4gae2fm9x,0.79,0.907,-4.366,0.19,0.0385,0.0,0.35,0.772,100.048,180000,4
Satulinna,Jari Sillanpää,spotify:track:2J7BaSSRAWuUzUJIS6mxS5,2J7BaSSRAWuUzUJIS6mxS5,https://api.spotify.com/v1/tracks/2J7BaSSRAWuUzUJIS6mxS5,0.593,0.686,-7.176,0.0324,0.543,0.0,0.11,0.641,122.184,239240,3
Kaikki Peliin - Originaali,Fintelligens,spotify:track:7Ikkn3YiAQfoXBHO3fP9eB,7Ikkn3YiAQfoXBHO3fP9eB,https://api.spotify.com/v1/tracks/7Ikkn3YiAQfoXBHO3fP9eB,0.781,0.73,-4.968,0.225,0.142,0.0,0.1,0.629,96.958,227347,4
You Should Be Here,Cole Swindell,spotify:track:63thx7OANplv4I4BQsanHk,63thx7OANplv4I4BQsanHk,https://api.spotify.com/v1/tracks/63thx7OANplv4I4BQsanHk,0.489,0.641,-4.455,0.0282,0.0592,0.0,0.0857,0.303,136.095,190173,5
How Does A Moment Last Forever,Various Artists,spotify:track:7y0cNgdgeTunDlCQP2sz9b,7y0cNgdgeTunDlCQP2sz9b,https://api.spotify.com/v1/tracks/7y0cNgdgeTunDlCQP2sz9b,0.342,0.277,-9.022,0.0298,0.879,0.0,0.303,0.339,99.599,217537,7
"How Far I'll Go - From ""Moana""",Alessia Cara,spotify:track:5EbX5xL3O2xT8FxCpYzgUO,5EbX5xL3O2xT8FxCpYzgUO,https://api.spotify.com/v1/tracks/5EbX5xL3O2xT8FxCpYzgUO,0.309,0.544,-9.621,0.352,0.155,0.000265,0.0727,0.16,180.979,175517,0
Selfish (feat. Rihanna),Future,spotify:track:2Ce5IyMlVRVvN997ZJjJJA,2Ce5IyMlVRVvN997ZJjJJA,https://api.spotify.com/v1/tracks/2Ce5IyMlVRVvN997ZJjJJA,0.415,0.369,-10.044,0.0741,0.0303,7.64e-06,0.383,0.0913,95.746,251423,3
Not Going Home,DVBBS,spotify:track:2PuHj0tUOKud6fVKTZUXRO,2PuHj0tUOKud6fVKTZUXRO,https://api.spotify.com/v1/tracks/2PuHj0tUOKud6fVKTZUXRO,0.749,0.747,-6.457,0.121,0.0938,1.17e-05,0.256,0.475,109.063,194960,2
September Song,JP Cooper,spotify:track:0DNk7lEqDGCN6nDD0H8emF,0DNk7lEqDGCN6nDD0H8emF,https://api.spotify.com/v1/tracks/0DNk7lEqDGCN6nDD0H8emF,0.623,0.656,-5.608,0.0416,0.0561,0.0,0.0855,0.366,95.878,220291,3
Neljä Vuodenaikaa,Petri Nygård,spotify:track:3coYPmuUrK9Yr6kqsMSr7H,3coYPmuUrK9Yr6kqsMSr7H,https://api.spotify.com/v1/tracks/3coYPmuUrK9Yr6kqsMSr7H,0.912,0.915,-4.243,0.0442,0.0891,1.76e-06,0.327,0.958,132.014,188542,4
Meidän biisi,Arttu Wiskari,spotify:track:3nSiEJPNSH86D7JTFsyyly,3nSiEJPNSH86D7JTFsyyly,https://api.spotify.com/v1/tracks/3nSiEJPNSH86D7JTFsyyly,0.729,0.8,-4.568,0.0694,0.033,0.0,0.436,0.859,94.008,215306,6
Kumiankka,Herrat,spotify:track:64ccWAY1LFSlXoXsn9oNHO,64ccWAY1LFSlXoXsn9oNHO,https://api.spotify.com/v1/tracks/64ccWAY1LFSlXoXsn9oNHO,0.721,0.84,-3.234,0.039,0.0331,0.0,0.244,0.387,124.053,227646,4
Tempo,BESS,spotify:track:1m6OKxDyKgvIrln6e8c72Y,1m6OKxDyKgvIrln6e8c72Y,https://api.spotify.com/v1/tracks/1m6OKxDyKgvIrln6e8c72Y,0.962,0.768,-4.936,0.042,0.226,0.507,0.0765,0.748,127.984,193018,1
Sign of the Times,Harry Styles,spotify:track:5ELRkzdzz0HvGpMDlfZHkV,5ELRkzdzz0HvGpMDlfZHkV,https://api.spotify.com/v1/tracks/5ELRkzdzz0HvGpMDlfZHkV,0.518,0.575,-4.616,0.0302,0.0259,0.0,0.109,0.209,120.019,340707,3
Meininkei,SONNY,spotify:track:0WXuXuBzGt1dBB5BWUTfCT,0WXuXuBzGt1dBB5BWUTfCT,https://api.spotify.com/v1/tracks/0WXuXuBzGt1dBB5BWUTfCT,0.743,0.865,-4.548,0.0531,0.0342,0.0,0.078,0.865,123.045,180366,4
Nobody's Perfect,Various Artists,spotify:track:1xdc2EoQKJfuv6WRhIpW0V,1xdc2EoQKJfuv6WRhIpW0V,https://api.spotify.com/v1/tracks/1xdc2EoQKJfuv6WRhIpW0V,0.592,0.975,-4.194,0.0615,0.0483,3.96e-06,0.311,0.793,131.956,200827,4
Nothing but a Heartbeat,Say Lou Lou,spotify:track:6R5SstUH21k4EEZWnFvi1U,6R5SstUH21k4EEZWnFvi1U,https://api.spotify.com/v1/tracks/6R5SstUH21k4EEZWnFvi1U,0.548,0.769,-5.887,0.0378,0.00541,1.4e-06,0.321,0.318,114.98,220507,3
Nuori ja kaunis,Olavi Uusivirta,spotify:track:6AAxPO6bedkz7AJRZdtijv,6AAxPO6bedkz7AJRZdtijv,https://api.spotify.com/v1/tracks/6AAxPO6bedkz7AJRZdtijv,0.65,0.498,-6.754,0.0262,0.141,4.43e-05,0.105,0.255,112.019,245893,3
Problem,Ariana Grande,spotify:track:6xCNYRfzZtoQRo1xruPmNq,6xCNYRfzZtoQRo1xruPmNq,https://api.spotify.com/v1/tracks/6xCNYRfzZtoQRo1xruPmNq,0.66,0.805,-5.352,0.153,0.0192,8.83e-06,0.159,0.625,103.009,193920,4
Neon Lights,Demi Lovato,spotify:track:4sn0Ck12hSxDc5sUvQkcTN,4sn0Ck12hSxDc5sUvQkcTN,https://api.spotify.com/v1/tracks/4sn0Ck12hSxDc5sUvQkcTN,0.628,0.829,-4.243,0.118,0.0808,0.0,0.0988,0.734,125.936,233173,4
BO$$,Fifth Harmony,spotify:track:1COvXs6jaykXC73h9OSBVM,1COvXs6jaykXC73h9OSBVM,https://api.spotify.com/v1/tracks/1COvXs6jaykXC73h9OSBVM,0.813,0.872,-5.224,0.107,0.00621,0.0,0.0498,0.736,103.016,171413,4
I Love It (feat. Charli XCX),Icona Pop,spotify:track:2U8NXPTXZWG2O0ye2sYRiH,2U8NXPTXZWG2O0ye2sYRiH,https://api.spotify.com/v1/tracks/2U8NXPTXZWG2O0ye2sYRiH,0.711,0.906,-2.671,0.0284,0.00952,1.64e-05,0.153,0.824,125.916,157153,4
Do It Like A Dude,Jessie J,spotify:track:4wAJ8aQ9Ufj9ylfWESkrDL,4wAJ8aQ9Ufj9ylfWESkrDL,https://api.spotify.com/v1/tracks/4wAJ8aQ9Ufj9ylfWESkrDL,0.663,0.843,-3.672,0.049,0.0491,0.0,0.364,0.375,140.036,195240,6
Fly On The Wall,Miley Cyrus,spotify:track:4yhA18gL71sDyu4BSqB7Qc,4yhA18gL71sDyu4BSqB7Qc,https://api.spotify.com/v1/tracks/4yhA18gL71sDyu4BSqB7Qc,0.553,0.958,-4.25,0.0538,0.145,0.0,0.0914,0.722,143.993,151507,4
Too Little Too Late,JoJo,spotify:track:6aovu9jzkcROfKcDK0LBRs,6aovu9jzkcROfKcDK0LBRs,https://api.spotify.com/v1/tracks/6aovu9jzkcROfKcDK0LBRs,0.535,0.823,-5.338,0.0431,0.0113,3.88e-06,0.146,0.685,83.001,223680,4
Potential Breakup Song,Aly & AJ,spotify:track:3pbCnDkikM8wnPxPw7TmQg,3pbCnDkikM8wnPxPw7TmQg,https://api.spotify.com/v1/tracks/3pbCnDkikM8wnPxPw7TmQg,0.572,0.892,-4.143,0.0399,0.00105,0.0059,0.605,0.789,158.053,219773,6
Stupid Girls,P!nk,spotify:track:63quyUCdhvorvyGUzqcmlj,63quyUCdhvorvyGUzqcmlj,https://api.spotify.com/v1/tracks/63quyUCdhvorvyGUzqcmlj,0.689,0.886,-5.045,0.0639,0.000739,0.00187,0.0524,0.568,100.029,197173,4
Miss Movin' On,Fifth Harmony,spotify:track:0gL0Xf8CN95HmgfEYYLRZV,0gL0Xf8CN95HmgfEYYLRZV,https://api.spotify.com/v1/tracks/0gL0Xf8CN95HmgfEYYLRZV,0.466,0.842,-2.937,0.0513,0.0332,9.12e-06,0.349,0.418,75.0,193733,6
Umbrella,Rihanna,spotify:track:2Y2ud3awMZHDxOCpDebiv3,2Y2ud3awMZHDxOCpDebiv3,https://api.spotify.com/v1/tracks/2Y2ud3awMZHDxOCpDebiv3,0.583,0.829,-4.603,0.134,0.00864,0.0,0.0426,0.575,174.028,275987,5
Hot N Cold,Katy Perry,spotify:track:0iGckQFyv6svOfAbAY9aWJ,0iGckQFyv6svOfAbAY9aWJ,https://api.spotify.com/v1/tracks/0iGckQFyv6svOfAbAY9aWJ,0.706,0.841,-3.956,0.0418,7.95e-05,0.0,0.0688,0.861,132.032,220227,4
Womanizer,Britney Spears,spotify:track:4fixebDZAVToLbUCuEloa2,4fixebDZAVToLbUCuEloa2,https://api.spotify.com/v1/tracks/4fixebDZAVToLbUCuEloa2,0.724,0.695,-5.226,0.0622,0.073,0.0,0.0889,0.235,139.0,224400,5
Fergalicious,Fergie,spotify:track:3eFQdik6MylgbYtawUPvj5,3eFQdik6MylgbYtawUPvj5,https://api.spotify.com/v1/tracks/3eFQdik6MylgbYtawUPvj5,0.906,0.585,-7.72,0.324,0.0577,0.0,0.128,0.831,129.055,292339,0
Primadonna,MARINA,spotify:track:4sOX1nhpKwFWPvoMMExi3q,4sOX1nhpKwFWPvoMMExi3q,https://api.spotify.com/v1/tracks/4sOX1nhpKwFWPvoMMExi3q,0.66,0.689,-2.671,0.0337,0.0884,0.0,0.0922,0.427,127.98,221075,5
Blow,Kesha,spotify:track:6XUIbizGHk6EJiUDWEJtpY,6XUIbizGHk6EJiUDWEJtpY,https://api.spotify.com/v1/tracks/6XUIbizGHk6EJiUDWEJtpY,0.752,0.73,-3.897,0.0412,0.00272,3.62e-05,0.0967,0.769,120.032,219973,4
Rich Girl,Gwen Stefani,spotify:track:2oxtQ84p1j5GmyzmD50Lq0,2oxtQ84p1j5GmyzmD50Lq0,https://api.spotify.com/v1/tracks/2oxtQ84p1j5GmyzmD50Lq0,0.856,0.754,-2.728,0.0416,0.0294,1.49e-05,0.206,0.722,98.018,236213,4
This Is Me,Cast Of Camp Rock,spotify:track:1Q2KhI3CnRrcatUqSM2n6Q,1Q2KhI3CnRrcatUqSM2n6Q,https://api.spotify.com/v1/tracks/1Q2KhI3CnRrcatUqSM2n6Q,0.45,0.832,-2.826,0.0369,0.0116,0.0,0.0929,0.562,91.051,189173,4
We Are Never Ever Getting Back Together,Taylor Swift,spotify:track:1F6oGPF75u9RuHH4BGx9Bf,1F6oGPF75u9RuHH4BGx9Bf,https://api.spotify.com/v1/tracks/1F6oGPF75u9RuHH4BGx9Bf,0.624,0.685,-5.902,0.12,0.0105,2.22e-05,0.126,0.781,86.059,193147,4
Circus,Britney Spears,spotify:track:7jk7gqyEonmVVYahZN5zhW,7jk7gqyEonmVVYahZN5zhW,https://api.spotify.com/v1/tracks/7jk7gqyEonmVVYahZN5zhW,0.791,0.733,-5.215,0.052,0.147,0.000381,0.0713,0.761,114.98,192360,4
Take It Off,Kesha,spotify:track:66m3eG3ioXCWpP1qDQ4sXt,66m3eG3ioXCWpP1qDQ4sXt,https://api.spotify.com/v1/tracks/66m3eG3ioXCWpP1qDQ4sXt,0.725,0.672,-5.353,0.0283,4.62e-05,0.00225,0.112,0.777,125.042,215200,4
Don't Stop The Music,Rihanna,spotify:track:6tXjP6xgPJ7Xr1igrO6bOE,6tXjP6xgPJ7Xr1igrO6bOE,https://api.spotify.com/v1/tracks/6tXjP6xgPJ7Xr1igrO6bOE,0.835,0.669,-5.582,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,267080,4
Focus,Ariana Grande,spotify:track:3IyeQMpMEqNcEvFQGJ2eps,3IyeQMpMEqNcEvFQGJ2eps,https://api.spotify.com/v1/tracks/3IyeQMpMEqNcEvFQGJ2eps,0.612,0.875,-6.032,0.351,0.253,0.0,0.423,0.823,99.882,211360,0
London Bridge,Fergie,spotify:track:7GNV4NJxOytXJ4D9MnvwWn,7GNV4NJxOytXJ4D9MnvwWn,https://api.spotify.com/v1/tracks/7GNV4NJxOytXJ4D9MnvwWn,0.769,0.609,-5.894,0.357,0.216,0.0,0.166,0.633,90.951,241307,0
Waking Up In Vegas,Katy Perry,spotify:track:0CINJz55gaKzuAsqhZ0hEU,0CINJz55gaKzuAsqhZ0hEU,https://api.spotify.com/v1/tracks/0CINJz55gaKzuAsqhZ0hEU,0.524,0.878,-3.108,0.0346,0.0012,0.0,0.098,0.59,130.989,199187,5
See You Again,Various Artists,spotify:track:2TUN6qyhaEpmBzQIojXJGK,2TUN6qyhaEpmBzQIojXJGK,https://api.spotify.com/v1/tracks/2TUN6qyhaEpmBzQIojXJGK,0.692,0.906,-5.077,0.154,0.0104,8.23e-05,0.117,0.81,138.992,190453,4
Dance Again,Jennifer Lopez,spotify:track:4d2hD63oUGU3s7L66JD0BE,4d2hD63oUGU3s7L66JD0BE,https://api.spotify.com/v1/tracks/4d2hD63oUGU3s7L66JD0BE,0.792,0.856,-5.236,0.067,0.0159,2.88e-06,0.0981,0.714,127.988,237267,4
It Was Always You,Maroon 5,spotify:track:3WsUKVmB9x7MeO8PBeQgtK,3WsUKVmB9x7MeO8PBeQgtK,https://api.spotify.com/v1/tracks/3WsUKVmB9x7MeO8PBeQgtK,0.613,0.765,-6.582,0.0441,0.082,1.25e-06,0.092,0.299,103.951,239920,3
Big Girls Don't Cry (Personal),Fergie,spotify:track:086Gay8xxH36AfPQQii2er,086Gay8xxH36AfPQQii2er,https://api.spotify.com/v1/tracks/086Gay8xxH36AfPQQii2er,0.708,0.641,-4.271,0.0336,0.205,0.0,0.0925,0.253,113.082,268120,3
Blah Blah Blah,Kesha,spotify:track:46mhKQFeCF19apFS1kdxy3,46mhKQFeCF19apFS1kdxy3,https://api.spotify.com/v1/tracks/46mhKQFeCF19apFS1kdxy3,0.75,0.844,-3.183,0.116,0.08,0.000212,0.385,0.504,120.007,172253,6
My Prerogative,Britney Spears,spotify:track:2JxftzENN2rhpXxnOmtQBR,2JxftzENN2rhpXxnOmtQBR,https://api.spotify.com/v1/tracks/2JxftzENN2rhpXxnOmtQBR,0.749,0.938,-4.423,0.118,0.0127,1.96e-06,0.103,0.619,111.014,213893,4
I Knew You Were Trouble,Taylor Swift,spotify:track:6RjKVXi31fui9m4dbiGRrL,6RjKVXi31fui9m4dbiGRrL,https://api.spotify.com/v1/tracks/6RjKVXi31fui9m4dbiGRrL,0.499,0.467,-6.744,0.0461,0.00593,1.65e-06,0.0361,0.637,76.76,219720,3
Wish You Were Here,Avril Lavigne,spotify:track:72po8JKu6e1hLtQ7kGJPg3,72po8JKu6e1hLtQ7kGJPg3,https://api.spotify.com/v1/tracks/72po8JKu6e1hLtQ7kGJPg3,0.46,0.866,-3.864,0.0559,0.0268,0.0,0.19,0.345,165.956,225680,5
Talk Dirty (feat. 2 Chainz),Jason Derulo,spotify:track:31JwK4iHCf75rnQWoMPU5t,31JwK4iHCf75rnQWoMPU5t,https://api.spotify.com/v1/tracks/31JwK4iHCf75rnQWoMPU5t,0.76,0.652,-7.321,0.232,0.0348,0.0,0.307,0.759,100.315,177685,0
Breaking Free,High School Musical Cast,spotify:track:4itkS9rw2pjr9PqnOOhxpb,4itkS9rw2pjr9PqnOOhxpb,https://api.spotify.com/v1/tracks/4itkS9rw2pjr9PqnOOhxpb,0.583,0.584,-6.453,0.0363,0.0374,0.0,0.141,0.345,107.937,209360,3
Crazy Kids,Kesha,spotify:track:2Qu4snHWjiF1bIIggf3R8i,2Qu4snHWjiF1bIIggf3R8i,https://api.spotify.com/v1/tracks/2Qu4snHWjiF1bIIggf3R8i,0.742,0.706,-4.6,0.0433,0.0141,0.00568,0.133,0.478,128.03,230747,4
Gotta Go My Own Way,Various Artists,spotify:track:0moS6k1E4YNbkG4Dxet8ZH,0moS6k1E4YNbkG4Dxet8ZH,https://api.spotify.com/v1/tracks/0moS6k1E4YNbkG4Dxet8ZH,0.432,0.69,-4.772,0.0292,0.0927,4.31e-05,0.184,0.264,88.797,222493,3
Never Gonna Leave This Bed,Maroon 5,spotify:track:0g31yfQdoNIeOznZRBfaWP,0g31yfQdoNIeOznZRBfaWP,https://api.spotify.com/v1/tracks/0g31yfQdoNIeOznZRBfaWP,0.608,0.817,-4.207,0.0296,0.104,0.0,0.247,0.47,117.367,196707,4
Miss Independent,Kelly Clarkson,spotify:track:3v4yDypfo94dachEvmjQdj,3v4yDypfo94dachEvmjQdj,https://api.spotify.com/v1/tracks/3v4yDypfo94dachEvmjQdj,0.656,0.615,-6.359,0.137,0.0769,0.000415,0.0706,0.592,175.943,214773,5
You're Such A,Hailee Steinfeld,spotify:track:5kofSEc4sxfuss9ukfSw9L,5kofSEc4sxfuss9ukfSw9L,https://api.spotify.com/v1/tracks/5kofSEc4sxfuss9ukfSw9L,0.619,0.694,-6.279,0.172,0.00601,2.05e-06,0.38,0.661,176.018,216333,6
We Run The Night,Havana Brown,spotify:track:792NyTUEYZD6jPAARVD9s9,792NyTUEYZD6jPAARVD9s9,https://api.spotify.com/v1/tracks/792NyTUEYZD6jPAARVD9s9,0.687,0.866,-4.346,0.16,0.00768,0.0,0.37,0.682,127.001,228200,6
Leave (Get Out) - Radio Edit,JoJo,spotify:track:7dVF4ntkKdoynV9fq6o2Zj,7dVF4ntkKdoynV9fq6o2Zj,https://api.spotify.com/v1/tracks/7dVF4ntkKdoynV9fq6o2Zj,0.656,0.513,-8.691,0.253,0.156,6.45e-05,0.0763,0.464,86.891,242747,0
Me Too,Meghan Trainor,spotify:track:3KwwE4sgCzMaKWq6QBebmX,3KwwE4sgCzMaKWq6QBebmX,https://api.spotify.com/v1/tracks/3KwwE4sgCzMaKWq6QBebmX,0.934,0.694,-5.849,0.101,0.0971,1.2e-06,0.477,0.833,123.831,181240,6
The Best of Both Worlds,Hannah Montana,spotify:track:3T6DY7gUqGCcHG6HON54Ex,3T6DY7gUqGCcHG6HON54Ex,https://api.spotify.com/v1/tracks/3T6DY7gUqGCcHG6HON54Ex,0.675,0.848,-4.006,0.0505,0.0417,0.0,0.0496,0.723,124.052,175733,4
Made In The USA,Demi Lovato,spotify:track:1QYVPr5QVAYaZfK05OyqtB,1QYVPr5QVAYaZfK05OyqtB,https://api.spotify.com/v1/tracks/1QYVPr5QVAYaZfK05OyqtB,0.456,0.862,-3.878,0.0484,0.000945,0.0,0.318,0.608,87.338,196093,6
Can't Get You out of My Head,Kylie Minogue,spotify:track:3E7ZwUMJFqpsDOJzEkBrQ7,3E7ZwUMJFqpsDOJzEkBrQ7,https://api.spotify.com/v1/tracks/3E7ZwUMJFqpsDOJzEkBrQ7,0.766,0.563,-7.516,0.0339,0.0263,0.683,0.115,0.964,126.007,230640,1
She Will Be Loved,Maroon 5,spotify:track:5s5t0OFg9lIlBFaCI14K1i,5s5t0OFg9lIlBFaCI14K1i,https://api.spotify.com/v1/tracks/5s5t0OFg9lIlBFaCI14K1i,0.524,0.711,-5.494,0.0405,0.0567,0.0,0.134,0.539,203.867,257133,5
California King Bed,Rihanna,spotify:track:0uIGzK6ukV0A5yWoCxPkRL,0uIGzK6ukV0A5yWoCxPkRL,https://api.spotify.com/v1/tracks/0uIGzK6ukV0A5yWoCxPkRL,0.467,0.586,-3.942,0.0357,0.218,0.0,0.12,0.318,169.93,251613,5
Hoedown Throwdown,Various Artists,spotify:track:0nptztrnlLzRGjpnciHu8p,0nptztrnlLzRGjpnciHu8p,https://api.spotify.com/v1/tracks/0nptztrnlLzRGjpnciHu8p,0.74,0.801,-6.022,0.0617,0.208,0.0,0.14,0.785,109.021,182027,4
Alice - Extended Version,Avril Lavigne,spotify:track:0pJR2HTC5ZPJtqOF2wNtSY,0pJR2HTC5ZPJtqOF2wNtSY,https://api.spotify.com/v1/tracks/0pJR2HTC5ZPJtqOF2wNtSY,0.54,0.848,-4.442,0.076,0.0441,0.000223,0.162,0.154,119.002,300920,3
Gives You Hell,The All-American Rejects,spotify:track:1wYJnu1hMrYMNrkXKTVrYd,1wYJnu1hMrYMNrkXKTVrYd,https://api.spotify.com/v1/tracks/1wYJnu1hMrYMNrkXKTVrYd,0.718,0.691,-6.44,0.0387,0.0159,0.0,0.0627,0.552,100.008,213107,4
Love Me Harder,Ariana Grande,spotify:track:1aKsg5b9sOngINaQXbB0P7,1aKsg5b9sOngINaQXbB0P7,https://api.spotify.com/v1/tracks/1aKsg5b9sOngINaQXbB0P7,0.472,0.714,-4.389,0.0334,0.00937,0.0,0.0764,0.24,98.992,236133,3
Habits (Stay High),Tove Lo,spotify:track:18AJRdgUoO9EYn11N7xzaT,18AJRdgUoO9EYn11N7xzaT,https://api.spotify.com/v1/tracks/18AJRdgUoO9EYn11N7xzaT,0.733,0.65,-3.539,0.0315,0.0703,6.59e-05,0.0829,0.348,110.003,209160,3
C'Mon,Kesha,spotify:track:4lAdOkj9Pj1952EYIKZmxg,4lAdOkj9Pj1952EYIKZmxg,https://api.spotify.com/v1/tracks/4lAdOkj9Pj1952EYIKZmxg,0.558,0.781,-5.448,0.0963,0.00657,0.00144,0.102,0.286,126.025,214333,5
Mr. Know It All,Kelly Clarkson,spotify:track:7CHIJREUYyM7vndBQE6iMy,7CHIJREUYyM7vndBQE6iMy,https://api.spotify.com/v1/tracks/7CHIJREUYyM7vndBQE6iMy,0.676,0.807,-5.131,0.029,0.0284,0.0,0.0701,0.443,95.956,232520,3
Get Back,Demi Lovato,spotify:track:20tIbvvgVmjQqm8oFj9LNV,20tIbvvgVmjQqm8oFj9LNV,https://api.spotify.com/v1/tracks/20tIbvvgVmjQqm8oFj9LNV,0.558,0.849,-3.613,0.103,0.00516,0.0,0.0411,0.694,151.931,200213,5
Yeah 3x,Chris Brown,spotify:track:33YnnNdQxlkvZ8H7vc2EmW,33YnnNdQxlkvZ8H7vc2EmW,https://api.spotify.com/v1/tracks/33YnnNdQxlkvZ8H7vc2EmW,0.705,0.882,-3.201,0.0445,0.000369,1.16e-06,0.0934,0.7,130.0,241667,4
Runaway,Maroon 5,spotify:track:6HOZOj2MZQXrdZXh2s12cQ,6HOZOj2MZQXrdZXh2s12cQ,https://api.spotify.com/v1/tracks/6HOZOj2MZQXrdZXh2s12cQ,0.662,0.842,-3.696,0.0302,0.0092,0.0,0.152,0.588,99.983,181200,4
Let's Get Crazy,Hannah Montana,spotify:track:76KS0hAqDp2cHnpwlBDUPO,76KS0hAqDp2cHnpwlBDUPO,https://api.spotify.com/v1/tracks/76KS0hAqDp2cHnpwlBDUPO,0.724,0.915,-3.673,0.0478,0.00253,9.6e-05,0.341,0.846,124.984,156893,4
A Thousand Years,Various Artists,spotify:track:6z5Yh7kOKeLjqIsNdokIpU,6z5Yh7kOKeLjqIsNdokIpU,https://api.spotify.com/v1/tracks/6z5Yh7kOKeLjqIsNdokIpU,0.421,0.407,-7.445,0.0267,0.309,0.000961,0.11,0.161,139.028,285120,3
Treasure,Bruno Mars,spotify:track:55h7vJchibLdUkxdlX3fK7,55h7vJchibLdUkxdlX3fK7,https://api.spotify.com/v1/tracks/55h7vJchibLdUkxdlX3fK7,0.874,0.692,-5.28,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,178560,4
Get Outta My Way,Kylie Minogue,spotify:track:2VZ5Vtjn16RThAvaFz3sJZ,2VZ5Vtjn16RThAvaFz3sJZ,https://api.spotify.com/v1/tracks/2VZ5Vtjn16RThAvaFz3sJZ,0.581,0.907,-4.844,0.0651,0.019,0.00988,0.312,0.608,127.982,218160,6
Break the Rules,Charli XCX,spotify:track:70ebKSMHvkUSg7JXgUz74Q,70ebKSMHvkUSg7JXgUz74Q,https://api.spotify.com/v1/tracks/70ebKSMHvkUSg7JXgUz74Q,0.676,0.926,-2.244,0.0425,0.0305,0.000658,0.0771,0.818,124.019,203908,4
