song,artist,uri,id,track_href,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,clusters
Kyyneleet,Tiktak,spotify:track:4TzkzRmFfhAbUuXhDyvDia,4TzkzRmFfhAbUuXhDyvDia,https://api.spotify.com/v1/tracks/4TzkzRmFfhAbUuXhDyvDia,0.671,0.525,-6.063,0.0291,0.203,0.0,0.115,0.526,117.928,190914,2
Leikit vain,Tiktak,spotify:track:69oJg0shlXQVPp2auG5ssW,69oJg0shlXQVPp2auG5ssW,https://api.spotify.com/v1/tracks/69oJg0shlXQVPp2auG5ssW,0.68,0.864,-4.66,0.0548,0.0297,0.0,0.128,0.688,125.99,172427,4
Paha sana,Tiktak,spotify:track:4PSqJFCbDcVeApXAdcsuSI,4PSqJFCbDcVeApXAdcsuSI,https://api.spotify.com/v1/tracks/4PSqJFCbDcVeApXAdcsuSI,0.528,0.891,-5.244,0.032,0.00032,0.0,0.158,0.708,140.045,208097,5
Lopeta - Original Mix,Tiktak,spotify:track:7hmigcK9DkLjoXo4MzWQLs,7hmigcK9DkLjoXo4MzWQLs,https://api.spotify.com/v1/tracks/7hmigcK9DkLjoXo4MzWQLs,0.828,0.849,-6.033,0.0316,0.0297,5.73e-06,0.205,0.901,120.016,183507,4
Heilutaan,Tiktak,spotify:track:3t5aUxK7kYpb97RGWkIGCZ,3t5aUxK7kYpb97RGWkIGCZ,https://api.spotify.com/v1/tracks/3t5aUxK7kYpb97RGWkIGCZ,0.564,0.871,-4.234,0.0326,0.0496,0.0,0.154,0.862,160.037,203880,5
Lähdetään tänään,Tiktak,spotify:track:0upBPMLqux9B4XoShTc6JT,0upBPMLqux9B4XoShTc6JT,https://api.spotify.com/v1/tracks/0upBPMLqux9B4XoShTc6JT,0.588,0.856,-4.575,0.0418,0.00908,0.0,0.407,0.74,128.018,233280,6
Minne Vaan,Tiktak,spotify:track:4sWZDnGgyYzX1IflBpDgdR,4sWZDnGgyYzX1IflBpDgdR,https://api.spotify.com/v1/tracks/4sWZDnGgyYzX1IflBpDgdR,0.7,0.854,-5.083,0.0272,0.164,0.0,0.0685,0.945,119.971,220172,4
Sankaritar,Tiktak,spotify:track:6OpdzEhuNtUnr6Ok5OhlMX,6OpdzEhuNtUnr6Ok5OhlMX,https://api.spotify.com/v1/tracks/6OpdzEhuNtUnr6Ok5OhlMX,0.55,0.943,-4.882,0.0375,5.95e-05,0.0,0.313,0.749,128.011,218893,6
Häiritsen sinua,Tiktak,spotify:track:0s90lPCqXSAxhRdDKPwTXW,0s90lPCqXSAxhRdDKPwTXW,https://api.spotify.com/v1/tracks/0s90lPCqXSAxhRdDKPwTXW,0.43,0.801,-4.983,0.0384,0.0091,0.0,0.435,0.511,149.341,219150,6
Lentoon,Tiktak,spotify:track:0nzQLmVr2JRBQQrQOJwIII,0nzQLmVr2JRBQQrQOJwIII,https://api.spotify.com/v1/tracks/0nzQLmVr2JRBQQrQOJwIII,0.562,0.951,-2.792,0.0659,0.0133,0.0,0.211,0.718,141.968,162987,4
Tuuleksi taivaanrantaan,Tiktak,spotify:track:7g2sgrq3yKeWztcGC3C3XG,7g2sgrq3yKeWztcGC3C3XG,https://api.spotify.com/v1/tracks/7g2sgrq3yKeWztcGC3C3XG,0.547,0.5,-6.514,0.0267,0.0759,0.0,0.0907,0.281,123.939,260973,3
Totuutta ja tehtävää,Maija Vilkkumaa,spotify:track:6zRVN8tRWNoqrw6kV3sWlw,6zRVN8tRWNoqrw6kV3sWlw,https://api.spotify.com/v1/tracks/6zRVN8tRWNoqrw6kV3sWlw,0.541,0.7,-7.093,0.0265,0.0067,0.0119,0.568,0.33,94.981,242280,6
Kusipää,Maija Vilkkumaa,spotify:track:2mxetEqaHNnDGZHvNPWwnf,2mxetEqaHNnDGZHvNPWwnf,https://api.spotify.com/v1/tracks/2mxetEqaHNnDGZHvNPWwnf,0.532,0.759,-4.846,0.0348,0.00557,0.00202,0.0829,0.529,127.144,318360,3
Kesä,Maija Vilkkumaa,spotify:track:31TzrgOtSsGKg7pvob4O4P,31TzrgOtSsGKg7pvob4O4P,https://api.spotify.com/v1/tracks/31TzrgOtSsGKg7pvob4O4P,0.586,0.726,-5.732,0.0398,0.0409,4.48e-06,0.0783,0.315,116.005,233320,3
Oo siellä jossain mun,PMMP,spotify:track:465sf4YhyIm5bhaKPMJ63W,465sf4YhyIm5bhaKPMJ63W,https://api.spotify.com/v1/tracks/465sf4YhyIm5bhaKPMJ63W,0.557,0.804,-5.923,0.0421,0.133,1.91e-05,0.203,0.44,100.028,199520,3
Joku raja - Radio edit,PMMP,spotify:track:3tPPUDP0VQiok7yRZc1Kzx,3tPPUDP0VQiok7yRZc1Kzx,https://api.spotify.com/v1/tracks/3tPPUDP0VQiok7yRZc1Kzx,0.462,0.898,-4.024,0.0682,0.119,0.628,0.397,0.592,125.013,237053,1
Kesäkaverit,PMMP,spotify:track:0Y4iFmxA8IsP5smsxvO6HD,0Y4iFmxA8IsP5smsxvO6HD,https://api.spotify.com/v1/tracks/0Y4iFmxA8IsP5smsxvO6HD,0.538,0.862,-5.285,0.0375,0.0941,0.00501,0.105,0.73,180.046,229747,5
A Thousand Miles - Single Version,Vanessa Carlton,spotify:track:6t6rudGjkLftasgUiSGcPN,6t6rudGjkLftasgUiSGcPN,https://api.spotify.com/v1/tracks/6t6rudGjkLftasgUiSGcPN,0.566,0.825,-4.504,0.0383,0.264,0.0,0.218,0.278,94.991,237920,3
Yeah!,Usher,spotify:track:2PkeVPcL32LA96cK5ySC3c,2PkeVPcL32LA96cK5ySC3c,https://api.spotify.com/v1/tracks/2PkeVPcL32LA96cK5ySC3c,0.895,0.795,-4.693,0.0977,0.0219,0.0,0.0403,0.574,105.004,250067,4
No One,Alicia Keys,spotify:track:0JEqGkvUiMTQmFY6sgL9kg,0JEqGkvUiMTQmFY6sgL9kg,https://api.spotify.com/v1/tracks/0JEqGkvUiMTQmFY6sgL9kg,0.649,0.552,-5.419,0.0292,0.03,6.47e-06,0.111,0.158,89.969,253813,3
Survivor,Destiny's Child,spotify:track:2Mpj1Ul5OFPyyP4wB62Rvi,2Mpj1Ul5OFPyyP4wB62Rvi,https://api.spotify.com/v1/tracks/2Mpj1Ul5OFPyyP4wB62Rvi,0.514,0.911,-2.027,0.41,0.0559,0.0,0.775,0.619,161.109,254027,6
Love The Way You Lie,Eminem,spotify:track:15JINEqzVMv3SvJTAXAKED,15JINEqzVMv3SvJTAXAKED,https://api.spotify.com/v1/tracks/15JINEqzVMv3SvJTAXAKED,0.749,0.925,-5.034,0.227,0.241,0.0,0.52,0.641,86.989,263373,6
Lollipop,Lil Wayne,spotify:track:4P7VFiaZb3xrXoqGwZXC3J,4P7VFiaZb3xrXoqGwZXC3J,https://api.spotify.com/v1/tracks/4P7VFiaZb3xrXoqGwZXC3J,0.829,0.428,-9.469,0.0831,0.056,0.00413,0.137,0.45,148.075,299333,3
Call Me When You're Sober,Evanescence,spotify:track:0NFt67rRYuE6pIQA5g8bFW,0NFt67rRYuE6pIQA5g8bFW,https://api.spotify.com/v1/tracks/0NFt67rRYuE6pIQA5g8bFW,0.449,0.876,-4.09,0.0518,0.00159,0.0,0.296,0.358,93.444,214707,3
Who Knew,P!nk,spotify:track:4pSPMXaCjbaV3VSzZQYC7H,4pSPMXaCjbaV3VSzZQYC7H,https://api.spotify.com/v1/tracks/4pSPMXaCjbaV3VSzZQYC7H,0.689,0.737,-4.516,0.0268,0.00482,0.0,0.0777,0.47,140.0,207893,5
In the Shadows,The Rasmus,spotify:track:1fr92Vupmcs2vgLMFVQ7rd,1fr92Vupmcs2vgLMFVQ7rd,https://api.spotify.com/v1/tracks/1fr92Vupmcs2vgLMFVQ7rd,0.6,0.796,-4.481,0.0275,0.000109,5.2e-05,0.484,0.75,105.991,257920,6
First Day of My Life,The Rasmus,spotify:track:12PHZ4pgRdRJdyiS5jmRKv,12PHZ4pgRdRJdyiS5jmRKv,https://api.spotify.com/v1/tracks/12PHZ4pgRdRJdyiS5jmRKv,0.599,0.779,-3.988,0.0358,0.0016,0.0,0.275,0.444,106.073,224693,3
Livin' in a World Without You,The Rasmus,spotify:track:11hFKaXWqtKCLQlKv28Vrx,11hFKaXWqtKCLQlKv28Vrx,https://api.spotify.com/v1/tracks/11hFKaXWqtKCLQlKv28Vrx,0.592,0.884,-5.049,0.0415,0.00654,0.0,0.467,0.423,100.967,230213,6
Welcome To The City,Amy Diamond,spotify:track:6luiHIkcHGowkSMRMPpEiE,6luiHIkcHGowkSMRMPpEiE,https://api.spotify.com/v1/tracks/6luiHIkcHGowkSMRMPpEiE,0.717,0.781,-4.173,0.0297,0.00228,0.000229,0.0675,0.94,103.972,183440,4
I Know You Want Me (Calle Ocho),Pitbull,spotify:track:6a8GbQIlV8HBUW3c6Uk9PH,6a8GbQIlV8HBUW3c6Uk9PH,https://api.spotify.com/v1/tracks/6a8GbQIlV8HBUW3c6Uk9PH,0.825,0.743,-5.995,0.149,0.0142,2.12e-05,0.237,0.8,127.045,237120,4
The Ketchup Song (Asereje) - Spanish Version,Las Ketchup,spotify:track:49sMsFUxaaGDlaKZNBfVSd,49sMsFUxaaGDlaKZNBfVSd,https://api.spotify.com/v1/tracks/49sMsFUxaaGDlaKZNBfVSd,0.587,0.905,-8.608,0.11,0.00973,0.000379,0.122,0.898,184.931,211893,5
Wake Me up When September Ends,Green Day,spotify:track:3ZffCQKLFLUvYM59XKLbVm,3ZffCQKLFLUvYM59XKLbVm,https://api.spotify.com/v1/tracks/3ZffCQKLFLUvYM59XKLbVm,0.546,0.814,-5.146,0.0314,0.023,0.0,0.0972,0.146,104.98,285653,3
Gasolina,Various Artists,spotify:track:5scYRL0E9uVSzl4WHQIrfo,5scYRL0E9uVSzl4WHQIrfo,https://api.spotify.com/v1/tracks/5scYRL0E9uVSzl4WHQIrfo,0.858,0.795,-6.51,0.0566,0.346,1.85e-06,0.068,0.747,96.014,193693,4
Paranoid (13),Pyhimys,spotify:track:0TezQUZOEk5D8uuqfBNil5,0TezQUZOEk5D8uuqfBNil5,https://api.spotify.com/v1/tracks/0TezQUZOEk5D8uuqfBNil5,0.61,0.76,-6.497,0.387,0.465,6.99e-06,0.344,0.601,78.749,214120,0
Nyt,Pyhimys,spotify:track:0thI1EK4zF0ombttSakLeQ,0thI1EK4zF0ombttSakLeQ,https://api.spotify.com/v1/tracks/0thI1EK4zF0ombttSakLeQ,0.592,0.535,-8.204,0.039,0.178,0.0241,0.114,0.458,135.983,340893,3
0,Pyhimys,spotify:track:70a0HnE71FDFNmP6NZWQKT,70a0HnE71FDFNmP6NZWQKT,https://api.spotify.com/v1/tracks/70a0HnE71FDFNmP6NZWQKT,0.536,0.562,-7.662,0.035,0.0352,0.00205,0.147,0.258,91.874,295387,3
Silent Shadows - Mind Vortex Remix,Don Diablo,spotify:track:05Q1fQSSIQ8qCW7JSQlSqp,05Q1fQSSIQ8qCW7JSQlSqp,https://api.spotify.com/v1/tracks/05Q1fQSSIQ8qCW7JSQlSqp,0.338,0.977,-2.122,0.0866,7.89e-05,0.665,0.323,0.525,171.91,253133,1
Onxnenäälasit?,Petri Nygård,spotify:track:6WY9vKKWkVHdbe0Vq5YvIc,6WY9vKKWkVHdbe0Vq5YvIc,https://api.spotify.com/v1/tracks/6WY9vKKWkVHdbe0Vq5YvIc,0.716,0.763,-5.031,0.0625,0.00266,0.0,0.0732,0.581,175.947,234507,5
More Than Friends (feat. Daddy Yankee),INNA,spotify:track:3eqeE039Sa2bOSQl06F3nf,3eqeE039Sa2bOSQl06F3nf,https://api.spotify.com/v1/tracks/3eqeE039Sa2bOSQl06F3nf,0.799,0.787,-5.02,0.0489,0.0241,0.00053,0.409,0.962,128.033,237800,6
That's My Jam,Shelco Garcia & Teenwolf,spotify:track:0CO42WAb3m164M9jW5vy1l,0CO42WAb3m164M9jW5vy1l,https://api.spotify.com/v1/tracks/0CO42WAb3m164M9jW5vy1l,0.737,0.923,-2.636,0.159,0.0125,0.000881,0.139,0.611,127.974,270000,4
Virus (How About Now),Martin Garrix,spotify:track:0W6yJKJW8I04iDT6BsINaL,0W6yJKJW8I04iDT6BsINaL,https://api.spotify.com/v1/tracks/0W6yJKJW8I04iDT6BsINaL,0.493,0.818,-6.252,0.0395,0.00121,0.497,0.824,0.0801,128.032,198387,1
Propaganda,DJ Snake,spotify:track:6K4G5cDtvIdTAjwNSpylMB,6K4G5cDtvIdTAjwNSpylMB,https://api.spotify.com/v1/tracks/6K4G5cDtvIdTAjwNSpylMB,0.661,0.934,-2.921,0.0913,0.00212,0.366,0.514,0.259,150.084,248373,6
All I Do Is Fuckin Party - Original Mix,Halestone,spotify:track:4qBT8zJYM49LVOUTCF0Ejd,4qBT8zJYM49LVOUTCF0Ejd,https://api.spotify.com/v1/tracks/4qBT8zJYM49LVOUTCF0Ejd,0.574,0.988,-5.78,0.153,0.00255,0.168,0.167,0.0709,149.987,283200,5
Louder - Original Edit,D-Block & S-te-Fan,spotify:track:0odLjsTYrgvOAXAYny2uW8,0odLjsTYrgvOAXAYny2uW8,https://api.spotify.com/v1/tracks/0odLjsTYrgvOAXAYny2uW8,0.496,0.931,-3.476,0.036,0.045,0.000366,0.187,0.286,150.014,248000,5
Better Off,Hendersin,spotify:track:491LfgnQ0Zue6l3rNFHgCg,491LfgnQ0Zue6l3rNFHgCg,https://api.spotify.com/v1/tracks/491LfgnQ0Zue6l3rNFHgCg,0.807,0.79,-5.507,0.0875,0.185,1.1e-05,0.183,0.462,104.967,258286,4
Only God Can Judge Me,2Pac,spotify:track:13XHuE00ElL5thSxkaEXxK,13XHuE00ElL5thSxkaEXxK,https://api.spotify.com/v1/tracks/13XHuE00ElL5thSxkaEXxK,0.803,0.784,-5.97,0.198,0.0012,0.000161,0.0794,0.801,90.185,296907,4
Check Yo Self - Remix,Ice Cube,spotify:track:3NGT0Td7H4Is1qrlDQJxma,3NGT0Td7H4Is1qrlDQJxma,https://api.spotify.com/v1/tracks/3NGT0Td7H4Is1qrlDQJxma,0.934,0.735,-6.668,0.251,0.031,8.6e-06,0.107,0.768,101.368,273107,4
Make It a better day,2Pac,spotify:track:1OEC2BL3hKLLu3yLrXQCS2,1OEC2BL3hKLLu3yLrXQCS2,https://api.spotify.com/v1/tracks/1OEC2BL3hKLLu3yLrXQCS2,0.627,0.723,-9.392,0.142,0.0101,0.0,0.112,0.325,96.356,181110,3
Deadheads,XS Project,spotify:track:0o2B4YLF48D110koOjZP4w,0o2B4YLF48D110koOjZP4w,https://api.spotify.com/v1/tracks/0o2B4YLF48D110koOjZP4w,0.611,0.94,-2.968,0.103,0.00108,0.784,0.328,0.559,74.991,289700,1
Mist sä tuutPt. 2,JVG,spotify:track:0oY8xK12tJkYAskQXXQsgj,0oY8xK12tJkYAskQXXQsgj,https://api.spotify.com/v1/tracks/0oY8xK12tJkYAskQXXQsgj,0.817,0.874,-0.091,0.215,0.0353,0.000136,0.157,0.908,160.009,403687,4
Univerze - Radio Edit,Rebourne,spotify:track:6uI17IlHzlDIxeK1A3gYJI,6uI17IlHzlDIxeK1A3gYJI,https://api.spotify.com/v1/tracks/6uI17IlHzlDIxeK1A3gYJI,0.559,0.924,-4.061,0.035,0.214,0.156,0.304,0.39,149.994,210400,5
Rock The Party,Jauz,spotify:track:1eawzcSXO0NFalHKRoKrMC,1eawzcSXO0NFalHKRoKrMC,https://api.spotify.com/v1/tracks/1eawzcSXO0NFalHKRoKrMC,0.695,0.981,-3.137,0.173,0.0362,0.00247,0.0584,0.27,128.018,190784,5
Mine - Getter Remix,Kill The Noise,spotify:track:7njwuw5iKAyhGFjCj4PSZM,7njwuw5iKAyhGFjCj4PSZM,https://api.spotify.com/v1/tracks/7njwuw5iKAyhGFjCj4PSZM,0.545,0.938,-2.125,0.402,0.0847,0.00243,0.161,0.0418,160.006,201000,0
God Complex - Edit,Brennan Heart,spotify:track:1OLMPbJHx20jksmvTftHj3,1OLMPbJHx20jksmvTftHj3,https://api.spotify.com/v1/tracks/1OLMPbJHx20jksmvTftHj3,0.508,0.917,-5.005,0.193,0.106,5.08e-05,0.757,0.141,150.017,219051,6
Bohemian Rhapsody - Remastered 2011,Queen,spotify:track:1AhDOtG9vPSOmsWgNW0BEY,1AhDOtG9vPSOmsWgNW0BEY,https://api.spotify.com/v1/tracks/1AhDOtG9vPSOmsWgNW0BEY,0.414,0.404,-9.928,0.0499,0.271,0.0,0.3,0.224,71.105,354320,3
Good Life,Kanye West,spotify:track:6uc03qm5fpp2NSlJgWAla2,6uc03qm5fpp2NSlJgWAla2,https://api.spotify.com/v1/tracks/6uc03qm5fpp2NSlJgWAla2,0.439,0.808,-6.881,0.346,0.00305,0.0,0.439,0.487,82.962,207000,6
Nautin elämästä,Marilii,spotify:track:3fWODilcxT0aGSlkJZcl6M,3fWODilcxT0aGSlkJZcl6M,https://api.spotify.com/v1/tracks/3fWODilcxT0aGSlkJZcl6M,0.618,0.919,-2.276,0.0351,0.0277,0.0,0.151,0.966,147.328,146959,4
Round Here,Machine Gun Kelly,spotify:track:5ghIUemXGtl6YXmiyoxHVp,5ghIUemXGtl6YXmiyoxHVp,https://api.spotify.com/v1/tracks/5ghIUemXGtl6YXmiyoxHVp,0.815,0.519,-8.769,0.0725,0.0036,1.96e-05,0.333,0.0425,114.198,260467,3
Eddie Cane,Machine Gun Kelly,spotify:track:7giypOoRH06M3BvcjdPdJD,7giypOoRH06M3BvcjdPdJD,https://api.spotify.com/v1/tracks/7giypOoRH06M3BvcjdPdJD,0.708,0.509,-6.502,0.365,0.282,0.0,0.315,0.291,169.968,186013,0
Mul Oli Ikävä Mua,Juulia,spotify:track:4mjFzwPhJwT14UiuFThozg,4mjFzwPhJwT14UiuFThozg,https://api.spotify.com/v1/tracks/4mjFzwPhJwT14UiuFThozg,0.738,0.758,-4.334,0.0916,0.243,0.0,0.155,0.724,89.859,184645,4
Cold Blood (feat. Jeffrey James),Tungevaag,spotify:track:5xpScO7frkFncHij08H2C8,5xpScO7frkFncHij08H2C8,https://api.spotify.com/v1/tracks/5xpScO7frkFncHij08H2C8,0.584,0.776,-4.565,0.0925,0.046,0.0,0.0638,0.367,167.956,194301,5
Two High,Moon Taxi,spotify:track:3sJHkcxojoJD2Ytbo1yLLF,3sJHkcxojoJD2Ytbo1yLLF,https://api.spotify.com/v1/tracks/3sJHkcxojoJD2Ytbo1yLLF,0.649,0.762,-5.153,0.0447,0.0852,0.00383,0.118,0.48,107.034,213693,3
High Without Your Love,Loote,spotify:track:6u2lKSBmZy9TTlIr4G3AH4,6u2lKSBmZy9TTlIr4G3AH4,https://api.spotify.com/v1/tracks/6u2lKSBmZy9TTlIr4G3AH4,0.873,0.487,-5.81,0.0803,0.103,0.0,0.147,0.767,101.966,191240,2
If You Love Me (feat. Tunji Ige),Julie Bergan,spotify:track:2an4Ix89mAOW4BoCBS5KeK,2an4Ix89mAOW4BoCBS5KeK,https://api.spotify.com/v1/tracks/2an4Ix89mAOW4BoCBS5KeK,0.536,0.49,-7.572,0.231,0.0782,0.0,0.0671,0.762,92.313,175882,2
Just Fiction,Arrhult,spotify:track:40S1n5Kw27C3McoTklzEAd,40S1n5Kw27C3McoTklzEAd,https://api.spotify.com/v1/tracks/40S1n5Kw27C3McoTklzEAd,0.603,0.784,-6.373,0.0361,0.00282,0.00181,0.0979,0.53,95.973,206027,3
Can I Have This Dance,Various Artists,spotify:track:5zQCEqEybA7OxJWzztZOic,5zQCEqEybA7OxJWzztZOic,https://api.spotify.com/v1/tracks/5zQCEqEybA7OxJWzztZOic,0.555,0.619,-5.246,0.0296,0.203,0.0,0.265,0.426,136.069,243773,3
"Right Here, Right Now",Various Artists,spotify:track:3AGVMZ3S9ou3ymWwBnqDtQ,3AGVMZ3S9ou3ymWwBnqDtQ,https://api.spotify.com/v1/tracks/3AGVMZ3S9ou3ymWwBnqDtQ,0.562,0.797,-5.386,0.0356,0.328,0.0,0.0641,0.296,110.049,237733,3
Suru on kunniavieras,Various Artists,spotify:track:2YfBYSPAywdObAmrfKZtaH,2YfBYSPAywdObAmrfKZtaH,https://api.spotify.com/v1/tracks/2YfBYSPAywdObAmrfKZtaH,0.522,0.57,-6.958,0.0328,0.0119,1.58e-06,0.269,0.329,132.105,213773,3
Meillä on aikaa,Various Artists,spotify:track:2TjUSWHeCdYK38Z3ig1eKZ,2TjUSWHeCdYK38Z3ig1eKZ,https://api.spotify.com/v1/tracks/2TjUSWHeCdYK38Z3ig1eKZ,0.596,0.579,-7.205,0.0233,0.0994,0.0,0.0708,0.7,80.959,219067,3
Sinä ansaitset kultaa,Various Artists,spotify:track:3xR4AcPXQo7fS9hgfkZEFi,3xR4AcPXQo7fS9hgfkZEFi,https://api.spotify.com/v1/tracks/3xR4AcPXQo7fS9hgfkZEFi,0.576,0.691,-5.761,0.0297,0.362,0.0,0.132,0.246,144.001,232680,5
You Are the Music in Me,Various Artists,spotify:track:6J56LY7Gbht6At3hv8HA5E,6J56LY7Gbht6At3hv8HA5E,https://api.spotify.com/v1/tracks/6J56LY7Gbht6At3hv8HA5E,0.604,0.757,-4.516,0.043,0.373,0.0,0.0989,0.539,101.967,208653,4
Sweet Home Alabama,Various Artists,spotify:track:65FTX9RJZdZ5hu9rnZEAS9,65FTX9RJZdZ5hu9rnZEAS9,https://api.spotify.com/v1/tracks/65FTX9RJZdZ5hu9rnZEAS9,0.589,0.865,-5.604,0.0284,0.00292,0.00125,0.065,0.737,98.003,284520,4
Sano se mulle,Various Artists,spotify:track:1DXNxtIIyBeQDKhuwGnKmu,1DXNxtIIyBeQDKhuwGnKmu,https://api.spotify.com/v1/tracks/1DXNxtIIyBeQDKhuwGnKmu,0.517,0.823,-6.62,0.0474,0.000678,0.0,0.0523,0.557,156.983,193267,5
Halla ja etelätuuli,Various Artists,spotify:track:68ULn83UriWKEF8AvtK0h8,68ULn83UriWKEF8AvtK0h8,https://api.spotify.com/v1/tracks/68ULn83UriWKEF8AvtK0h8,0.512,0.388,-8.121,0.0248,0.0316,0.0,0.145,0.156,82.041,249973,3
Beibi,Various Artists,spotify:track:23Ol5pIySNyNFLOTimxTQR,23Ol5pIySNyNFLOTimxTQR,https://api.spotify.com/v1/tracks/23Ol5pIySNyNFLOTimxTQR,0.469,0.846,-6.225,0.0476,0.0125,1.83e-05,0.259,0.396,172.97,251453,5
Siideripissis,Jukka Poika,spotify:track:0D1e6TK36z5ZPjvuh89UIW,0D1e6TK36z5ZPjvuh89UIW,https://api.spotify.com/v1/tracks/0D1e6TK36z5ZPjvuh89UIW,0.844,0.584,-7.951,0.11,0.0868,0.0,0.118,0.927,85.987,182467,2
Kylmästä lämpimään,Jukka Poika,spotify:track:78a1GilIds47oWLIy85gcb,78a1GilIds47oWLIy85gcb,https://api.spotify.com/v1/tracks/78a1GilIds47oWLIy85gcb,0.834,0.622,-8.815,0.081,0.0727,3.75e-05,0.0939,0.77,89.974,299053,3
Mielihyvää,Jukka Poika,spotify:track:6GLH3xwREUCg4K51obrYWh,6GLH3xwREUCg4K51obrYWh,https://api.spotify.com/v1/tracks/6GLH3xwREUCg4K51obrYWh,0.692,0.503,-8.039,0.141,0.169,0.0,0.0541,0.855,79.708,229000,2
Älä tyri nyt,Jukka Poika,spotify:track:0dDBtVgQkbWjZq9BO3iiij,0dDBtVgQkbWjZq9BO3iiij,https://api.spotify.com/v1/tracks/0dDBtVgQkbWjZq9BO3iiij,0.801,0.66,-5.545,0.0728,0.161,0.0,0.256,0.809,86.975,228760,4
Mitä silmät ei nää,Jukka Poika,spotify:track:4I4dgNvPWlA1FBxBXCLuxu,4I4dgNvPWlA1FBxBXCLuxu,https://api.spotify.com/v1/tracks/4I4dgNvPWlA1FBxBXCLuxu,0.862,0.695,-5.178,0.0353,0.021,0.0,0.222,0.858,113.971,213040,4
Jäätelökesä,Jukka Poika,spotify:track:5NrbXT3oULv5wtqSQKuwN3,5NrbXT3oULv5wtqSQKuwN3,https://api.spotify.com/v1/tracks/5NrbXT3oULv5wtqSQKuwN3,0.868,0.597,-5.115,0.0305,0.176,0.000167,0.1,0.934,102.003,207333,4
Lupaan olla,Various Artists,spotify:track:7xdhi05kiEvixjEheY0tlF,7xdhi05kiEvixjEheY0tlF,https://api.spotify.com/v1/tracks/7xdhi05kiEvixjEheY0tlF,0.717,0.538,-6.999,0.0351,0.245,0.0,0.0979,0.531,90.972,266400,3
Onni on,Various Artists,spotify:track:6N9l7qvc3yiG4aXhf6Uhgk,6N9l7qvc3yiG4aXhf6Uhgk,https://api.spotify.com/v1/tracks/6N9l7qvc3yiG4aXhf6Uhgk,0.551,0.703,-7.457,0.0428,0.0259,0.0,0.37,0.493,152.93,209773,5
Sä et ole hullu,Janna,spotify:track:0YJurhJWs69FIKpQFat84h,0YJurhJWs69FIKpQFat84h,https://api.spotify.com/v1/tracks/0YJurhJWs69FIKpQFat84h,0.691,0.687,-5.157,0.0324,0.159,0.000984,0.0891,0.455,127.912,217360,3
Anna Mä Puhallan,Janna,spotify:track:5Zof0Qhy8j2N9bFnVTdCDY,5Zof0Qhy8j2N9bFnVTdCDY,https://api.spotify.com/v1/tracks/5Zof0Qhy8j2N9bFnVTdCDY,0.729,0.576,-5.159,0.028,0.106,0.0,0.292,0.42,99.977,207720,3
"Let It Go - From ""Frozen"" / Single Version",Demi Lovato,spotify:track:5Jwu3ATeTtXbb2pkk6GETD,5Jwu3ATeTtXbb2pkk6GETD,https://api.spotify.com/v1/tracks/5Jwu3ATeTtXbb2pkk6GETD,0.504,0.647,-5.871,0.0359,0.0276,0.0,0.152,0.244,139.883,226387,5
Mitä silmät ei nää,Juha Tapio,spotify:track:3YYygFSZarssvs2v59Tfcp,3YYygFSZarssvs2v59Tfcp,https://api.spotify.com/v1/tracks/3YYygFSZarssvs2v59Tfcp,0.663,0.663,-4.978,0.0261,0.115,0.0,0.184,0.62,105.005,222173,4
Perutaan häät,Anne Mattila,spotify:track:7HT9B47H3IARiivedOsoSw,7HT9B47H3IARiivedOsoSw,https://api.spotify.com/v1/tracks/7HT9B47H3IARiivedOsoSw,0.581,0.815,-4.885,0.0377,0.671,0.0,0.0721,0.786,165.901,220013,5
Ajetaan tandemilla,Freeman,spotify:track:0zYNLHVVkTf1JEHPG1y6LM,0zYNLHVVkTf1JEHPG1y6LM,https://api.spotify.com/v1/tracks/0zYNLHVVkTf1JEHPG1y6LM,0.387,0.643,-11.118,0.0574,0.000476,0.0,0.0791,0.85,194.289,220000,5
Lempo,Elastinen,spotify:track:698cdPmAUws6UVIPTLdlv6,698cdPmAUws6UVIPTLdlv6,https://api.spotify.com/v1/tracks/698cdPmAUws6UVIPTLdlv6,0.796,0.567,-7.637,0.148,0.0321,0.0,0.609,0.716,100.004,182547,6
Hyvää puuta,Vesa-Matti Loiri,spotify:track:2CHZ3M6UZ0QhpELI93YJip,2CHZ3M6UZ0QhpELI93YJip,https://api.spotify.com/v1/tracks/2CHZ3M6UZ0QhpELI93YJip,0.764,0.414,-11.053,0.0297,0.453,0.351,0.11,0.666,88.034,317560,7
Anna mulle tähtitaivas,Katri Helena,spotify:track:4M1hxkl2dlzWtPKFgtqgXW,4M1hxkl2dlzWtPKFgtqgXW,https://api.spotify.com/v1/tracks/4M1hxkl2dlzWtPKFgtqgXW,0.725,0.645,-9.346,0.0297,0.362,0.0,0.152,0.936,140.996,190240,2
Rafaelin enkeli,Pekka Ruuska,spotify:track:3fTsx6GNoUVa2zptrTxPWh,3fTsx6GNoUVa2zptrTxPWh,https://api.spotify.com/v1/tracks/3fTsx6GNoUVa2zptrTxPWh,0.627,0.81,-9.136,0.0424,0.516,7.41e-05,0.263,0.859,162.799,266533,5
